"tool_mage_url","tool","tool_description","category","upvotes","tags"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ab3b3641f544a15ca71_63a7e434a2c0726bdc064ab4_Screenshot%2520(74).png","CrawlQ","Helps brands create unique and engaging content","Copywriting","9","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e4973c40b2f9785a33fae0_Screenshot-2-8-2023-10.48.18%20PM.png","Embra","ChatGPT-like assistant for your mac","Chat","9",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4b94ac4c2ae7ebf157db_63bdbcaca55d326540cff27b_E3WsScTVoAc0llf.png","Dreamily","Create your own AI world and interact with it","For Fun","9",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c59522c4172e15c7472b23_share.jpeg","blubi.ai","AI-powered chatbot that helps content creators engage audiences","Chat","9",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a4d49c90ad162cdba5df1c_image.png","Replai","Use AI to generate meaningful replies to Tweets","Social Media","9","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a3b9d8913e2702b205bc53_point-e.png","Point-e","AI Generative 3D Models","Generative Art","9",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ade7c67f95782b597e74ff_admin-ajax.png","LeadScripts","A copywriting and funnel building platform","Copywriting","9","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dd61c0796bb95c9db22f35_social-sharing-default.png","Hex","Data transformation, visualization, and collaboration.","Generative Code","9",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e8bdb92bc2aafe8cd58fb6_roshi-logo.png","Roshi","A tool that enables teachers to create engaging learning material from any online source.","Productivity","9",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e9e2cffa5f3db2faf79908_cleanvoice-logo.png","Cleanvoice AI","A tool for audio editing, remove filler sounds, stuttering, mouth sounds, and other artifacts from audio recordings.","Podcasting","9",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a3b9d867095218713b7ce2_logo.png","User Story Generator","Use AI to generate user stories","Marketing","9",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b5bfc8ad98e27241523d61_6396fed17a5e3b31c557c272_LongShot%2520Home%2520Page.png","LongShot AI","AI writing assistant for bloggers","Copywriting","9","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ed5008ac3cc11c61d479eb_63dea3e910d0b91a93407fe0_hero-beta-2.png","Light","An assistant tool to automate and perform mundane tasks.","Productivity","9",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63eb456c2a15ac3453631cc8_cognify-studio-logo.png","Cognify Studio","A design app to transform photos to designs.","Image Improvement","9",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4b9117f71c746d36bd44_63b723ebc80be919a606f991_4c2f8f9e26fce1248b69aefe7f4ca347.png","Cohere","Conversational AI Platform for Customer Support","Chat","9","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f0c11099d00c453beb51ec_krikey-logo.png","Krikey AI","A tool for avatar animation with public galleries, SDKs, AI assets, and more.","Avatar","9",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f0098a513dc4b712b3a102_og_image_v2.png","Type","A document editor with automated editing suggestions and accuracy.","Productivity","9",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d968bd1474af209471fd7b_logo%20(1).png","BookAbout","Helps users find the perfect book from over 500,000 titles","Research","9",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63edf664f89359422efb5683_golden-chat-logo.png","Golden Chat","A toolkit for creators, copywriters, and human rewriter.","Copywriting","9",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f32d8248c83112a9e27ffd_orbofi-logo.png","Orbofi","A tool for creating, tokenizing, and searching for gaming assets.","Gaming","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63aa2acd62e6abee87a1f006_meta-image.png","Gradio","Build and share machine learning apps","Generative Code","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f89b5850131853fb6807e7_elicit-logo.png","Elicit","An automated research assistant with workflows.","Research","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ac65adbfc7e7ce420fd_63b486d74d88118f2e8edbd4_adefd4ea-4e90-48d4-a4d6-142493be0530.jpeg","TED SMRZR","TED Talk Summarizer","Research","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f47dc848e5976a3db385e8_buzzingai-logo.png","Ask Buzzing AI","A tool for content creation.","Marketing","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63cc71766846c86cc62a3326_image_holder_releasenote.png","Releasenote.ai","Craft release notes with GPT-3","Copywriting","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63fc416c0f8de01ee348d0f0_e86c60289bd224f421fdbdee569898c429f5a9939a9d87819e6a31c35941c612.png","Emvoice","A daw plugin to generate realistic vocal performances from text.","Music","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f00989b20c713426238e16_dffc4782-6646-47c9-8cbe-12c81b65d212.jpeg","SamurAI","A discord bot to create, manage communities on Discord.","Chat","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ef32a88b10b3814d617a29_editgpt-logo.png","editGPT","An extension for Browsers to proofread, edit, track changes to their content.","Productivity","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639acba1e08e87e67e710536_diffusionbee_banner.jpeg","DiffusionBee","Stable Diffusion user-interface for Mac users","Generative Art","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f0ba80947994ce8fb67c0b_coverlettersimple-ai-logo.png","CoverLetterSimple.ai","A tool to create customized, job-specific cover letters.","Productivity","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f3e7990ea2af675db029b1_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1676576582744x310032598382276300%252Ffdfdds.jpeg","Figmill","A tool to create headshots.","Image Improvement","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63eb31d21b9109dc428c1103_promptbase-logo.png","PrompBase","A tool for customized midjourney prompt generator.","Prompt Guides","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ae7be66183e6f20cc894f2_b4b2eea0-9fcd-43a2-82c8-b7ce1c0e82a8.png","ResolveAI","AI-powered customer support","Marketing","8","Chat"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f57da39247211139f7ec3c_Copy-of-content-repurposing-framework.png","Automata","A tool to repurpose content into various forms.","Marketing","8","Social Media"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f827eb1fb0c7e3c34fec28_63b30b0d9c269584bbea01bc_230102%2520socialmediaPreview.jpeg","Napkin","A tool for collecting and organizing ideas.","Self-Improvement","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d959cccfd3c052d076113c_63c7a6f691fda34585a4b487_Main%2520image.png","Delibr AI","Helps product managers create high-quality documents quickly and efficiently.","Productivity","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be508379084904906ad1a6_monkeylearn-block-9352670492ac838791e55c41953dde2f.png","MonkeyLearn","Text analysis platform to unlock insights from customer feedback","Marketing","8","Research"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ade7cdf3e21ea45fc33078_hoppycopy-social-thumbnail.jpeg","Hoppy Copy","AI-powered email and ad copywriting tool","Copywriting","8","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639ac31a4ae3265b63197c5a_63996caf1033710c246b0b6b_Photosonic.png","Photosonic","Online AI image generator","Generative Art","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f827eec91423b50234b964_og-image.png","MagickPen","A tool for writing assistance.","Productivity","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63fd39cab90c322e5d03cc70_full-logo_2x_8a5ed3a9-b196-4519-8e49-335899596583.png","Lemonaid Music","A music creation tool.","Music","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bf049e50f9feed9b5fa6a2_test2.png","DiscuroAI","Rapidly build & test complex AI work-flows","Generative Code","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63fc416b899555af39a2d675_63c74b7ac446585c80096d25_storyd%2520waitlist%2520image.png","Storyd","A tool for data presentations.","Productivity","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ade7d3ea33db6dadaaf1d6_31706786-0-facebook---share-thu.png","Amadeus Code","AI Songwriting assistant","Music","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f9a84ea9d7193e5fb3a042_opengraph-2021-04-26-10-35.png","Uizard","A tool to create UI, wireframes, prototypes, and mockups.","Generative Art","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d959ce0da8fa69b7d7a149_1200x630wa.png","Kayyo","AI MMA trainer app","Self-Improvement","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ade7ce9f48e1b5b5a64e86_share-default.png","LALAL.AI","AI-powered vocal remover and music source separation","Music","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f827f66b734e3db06e1b88_Graphic_Social_LandingAI.png","Landing AI","A platform to create and deploy custom computer vision projects.","AI Detection","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4ba74823665dbf2ce1e9_63bb6cbaf1d829408d48e385_60fc25a7c83a185d492c62e6_feature-1b.jpeg","Spatial.ai","Predict and influence customer behavior","Research","8","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63faf6560901a1326215ece5_1200x630wa.png","Toucan","An app for writing and chatbot to generate content.","Marketing","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639bb00cbcf2ad64ab42954d_pt_og_image_1e30ed1b3b.png","Peppertype","AI tool for writing marketing sales copy and blog content","Copywriting","8","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f833cdb9e9602ce08f3788_6243142a1efc241acf85301c_preview.png","Videoleap","An all-in-one video editing platform.","Video Editing","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639acba074ff5773f86c8f2f_InvokeAI.png","Invoke AI","Stable Diffusion user-interface","Generative Art","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d964351e7eab6f9f28c77e_Screenshot-1-31-2023-10.55.39%20AM.png","Requstory","User story writing tool to help teams describe product features","Marketing","8","Copywriting"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b83a28d400e77da2a9fb25_6373c67e2f16dc66f7ca7016_qb-web-thumbnail.png","Question Base","AI-powered knowledge base for teams in Slack.","Chat","8","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f3e78e2523b4b70f5594ef_2Lrz0w1wG60FjGU2Nh2iUwamIh0_Logo_sized.png","Safurai","A Visual Studio Extension for AI Code Assistant.","Generative Code","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e8a7e6a4e084fe162d0252_STRING-logo.png","STRING","The data analysis platform for data visualizations and data insights.","Chat","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639ac6b3206ed63ba78d32da_magiceraser-og.png","Magic Eraser","Remove unwanted elements from images","Image Improvement","8",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639bb00cb0b773512e5b4a97_social_card.png","Tribescaler","Use AI to write tweets and Twitter threads","Copywriting","8","Social Media"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63eb2e8e765bacc6e682f531_vizologi-logo.png","Vizologi","A chatbot for business strategy, create and edit business plans, conduct market research, and analyze competitors.","Chat","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e87995bc3448642b76a963_avatarize-club-logo.png","Proface by Avatarize","A tool offering professional headshots and profile pictures.","Avatar","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dab0e4d05b02c4e41c556d_meta-image.png","AV Mapping","A tool for music search and video music mapping.","Music","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71aafbc008c2c23ed0e55_63ab415ece1c7d9c6fdf38e1_Screenshot%2520(82).png","Autocode","Instant endpoints for webhooks, bots and APIs","Generative Code","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a6134fc97e6a819239359b_203-zSpQ1Mo9d6uxPmEZIVrtSEvKJJXnrbbi6qaRWb0TLFkaHsjWXO-nQiC746tNcHKMUPGIdPSswH8j3LKKsyvE6Bk%3Dw640-h400-e365-rj-sc0x00ffffff.jpeg","Respondable","AI to help you write better emails (from Boomerang)","Copywriting","7","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ac80b34da4bcee6beec_63a611413058ed756c197398_Screenshot%2520(70).png","Universal Data Generator","Use AI to generate lists of data","Inspiration","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a4d49ca918635068e61159_opengraph.png","WriterZen","A content creation platform that helps with ideas and SEO-optimized content","Copywriting","7","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e48fe2c7786cbb5086e74f_Screenshot-2-8-2023-10.16.32%20PM.png","Arxiv Summary Generator","Generate summaries for Arxiv paperss","Research","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63af21cf6205071b9e358dcd_og.png","Daft Art","AI-created album covers","Generative Art","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f757045952154e808b4edc_steosvoice-cybervoice-logo.png","SteosVoice","A tool to create neural voices and monetize their voices.","Podcasting","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f57d9e6d56c22b47d2ce97_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1676928090744x318747181421730600%252Fmeta-ask-ai.png","AskAI","A tool to create custom Q&A chatbots.","Chat","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d96af4e845e701246f64fc_about_1.webp","Ailiverse","Computer vision training and image classification","Generative Code","7","Image Scanning"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ecc0b2d4a28e27d832a32c_heycli-logo.png","heyCLI","A command line tool that translates natural language into terminal commands.","Productivity","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f0ba0486f12e745db9c5a2_easy-write-pro-logo.png","Easywrite.pro","A writing platform to generate content.","Copywriting","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ea24cffef9625ba94b871e_coverler-logo.png","Coverler","A tool to create a unique cover letter from your details and job description.","Productivity","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f1ce2c76f95408c5598b09_preview.png","TileMaker","A tool to create custom tiles with textures.","Generative Art","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f2fe3c3e7764bc4f057756_articlefiesta-logo.png","Article Fiesta","A tool to create SEO-optimized articles.","Copywriting","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63fdad0c16fbb984da7a267d_synthesis-youtube-logo.png","Synthesis YouTube","A tool to find relevant podcast segments.","Podcasting","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c05d3672ddac42a1c62370_landing-page.png","Vivid","Edit code for your app directly inside your browser","Generative Code","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63eb329ce8ad1b17dc4bccf1_bink-logo.png","Bink","A query tool that provides users to search and analyze data.","Marketing","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63cee96cb1ef77a457454b0a_run-ai-on-cloud.webp","Evoke","Stable Diffusion API access","Generative Art","7","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ebff0f74905038835440a2_thumbnail.png","OneLiner (For Figma)","A Figma plugin for copywriting.","Copywriting","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d1b91a03906d822f644f83_Screenshot-1-25-2023-3.19.40%20PM.png","PropertyPen","AI-powered property listing writer","Copywriting","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63eddcdec10119f7133e8ae6_dimensions-ink-logo.png","Dimensions","A tool for games assets builder.","Gaming","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ae7be8a114f48fc8db1d1b_63739a8425956614c628cdec_Mentioned_Opengraph.png","Mentioned","AI email outreach tool","Marketing","7","Copywriting"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639ccec96affc04a73477e84_639bc5554da4a3db41f350da_Screenshot%2520(36).png","Lex","AI writing assistant","Copywriting","7","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d812c181af3f652e75f7d5_social.jpeg","HoustonAI","Provides answers to users' questions about Astro","Chat","7","Research"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ed500532e9a00a89f1d49c_6177efb52a6e1a0137db6d66_Huru%2527s%2520Home%2520Screen.png","Huru","A job interview preparation mobile app for candidates and students practice interviews.","Productivity","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a111915b0fe60c963c8ea9_nVWBAtDS43JGeXCuGGo06vmd56w.jpeg","Revspot AI","AI copywriting for sales, marketing, and ads","Copywriting","7","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63cdee465d5ceeb3f08646fd_tiledesk_live_chat.jpeg","Tiledesk","Design, deploy, and manage chatbots and live chat widgets on multiple channels","Chat","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639d60d48e74352ac972bfb2_iTOpMOjAVkwxySPZk2M5pQmpsA.jpeg","Kive","Upload photos and videos and let AI organize and tag them","Productivity","7","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dab0e60bdf43a31973e8d2_og_image.png","Artifact","AI-driven personalized news feed tool","Research","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d9764ac038223e3be7e32d_Screenshot-1-31-2023-12.12.50%20PM.png","Promo.ai","AI-powered newsletter generator for Shopify users","Marketing","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63fd39c9d1f01175dc09ac43_cover.png","cookAIfood","A recipe generator and nutrition monitoring tool.","For Fun","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63eca17a0f3a11d12cac5097_hotbot-logo.png","HotBot","A Google Chrome Extension for web searching with VPN support.","Productivity","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ebff1afafcd5dfcf047332_meta-hero.png","Beam","A tool for developers to deploy AI projects and models in a serverless environment.","Productivity","7",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f4917244147ad61219b10c_google-colab-copilot-logo.png","Google Colab Copilot","A Google Colab copilot to use OpenAI API and to generate javascript scripts.","Productivity","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4ba1d526b73d35c8eefb_63bb63c69d70bba354e6bd4b_627ae744d86f6fcd9190d58a_Synth%2520-%2520A_final%25402x.jpeg","Papercup","Translate your video content to any language with synthetic voiceovers","Translation","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f009819ead092985490829_mars%2520ide%25204.jpeg","MarsX","A platform to reuse micro-apps to quickly build software projects.","Productivity","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f827f7262445031a084971_ai-assist.jpeg","Publer","An all-in-one social media management tool.","Social Media","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f9a84e8423af79ecebb9fc_facebookmymind2.jpeg","MyMind","A tool to organize bookmarks.","Self-Improvement","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f1e797060ea984e34fc572_ingestai-io-logo.png","IngestAI.io","A tool to create ChatGPT-like bots in popular applications using your existing knowledge base.","Chat","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e493567d1def272ce73be2_7470d454-d976-478d-b450-0e716e419e52.jpeg","RytersBlock","AI writing assistant","Copywriting","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dc0dd37c6e73ebdef5b8fd_meta-image-holler.png","Holler","AI-powered survey tool to collect feedback and insights","Research","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63fd39c87c9d3cef44fb9aaa_cropped-SEO-Assistant-Logo-black.png","Blog Assistant","A blog writing tool.","Marketing","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63eb33fce8ad1b7ce84c96e4_booltool-logo.png","Booltool","An all-in-one suite of tools for content creation, image tools and video tools.","Productivity","6","Copywriting"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63cdee4c5b46ed788a9bf7e6_62b08e6c1d12a017fb7c6a45_cover.png","Compose AI","Chrome extension to AI autocomplete and generate text","Productivity","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c318b29428278488de222c_5c652158-a0cc-4acf-8319-49290d237039.png","Somi","Slack integration providing automated assistant features to help streamline workflow","Chat","6","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ff25f92453507e0052efc3_roft-logo.png","Real or Fake Text","A game to learn how to detect machine-generated texts.","AI Detection","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4ba9464ebd557abc9f89_63bb6b13e91f662c7d448bc0_m_ai_db83a90c-ac9c-4119-a802-525cb3dc590c--2--1308807540.jpeg","The Fy! Studio","Turn your ideas into unique wall art","Generative Art","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e9da49f93ed97625605b49_beatoven-logo.png","Beatoven.ai","A tool for royalty free custom mood-based soundtracks music composition for videos and podcasts.","Music","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63fb1846f3b10c41fc5a4b71_voc-logo.png","ChatGPT for Amazon","A Google Chrome Extension for Amazon sellers.","Marketing","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ef2f85be14bcb83117b0a3_watchthis-logo.png","WatchThis.dev","A tool for curating entertainment recommendations based on preferences.","For Fun","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f57d9d17b3ba2b4a6f7a2f_nvhtl4JjY7X4Zmb89xkJdo5uIsk.png","Cmd J","A Google Chrome Extension to improve writing and coding.","Productivity","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f9c1ab7c31a3e381eb071e_anyapi-logo.png","AnyAPI","A tool to add AI capabilities to their products.","Productivity","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a23b5541bfdb452136c04d_63a2162cc12e99d847dbe5e0_Screenshot%2520(50).png","Cool Gift Ideas","AI Generated Gift Ideas","For Fun","6","Inspiration"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63eec9153881fa0869dfa49d_og-image.png","Ghostwriter","A coding tool to debug, refactor, auto-complete suggestions, error detection and fixes, and a chatbot.","Productivity","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63fe8182814fdc24ed9eb789_open_graph_en.jpeg","Hama","A tool to erase objects or people from photos.","Image Improvement","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f89dce11c836cbaed5331b_gemoo-logo.png","Gemoo","A tool for to organise videos, screenshots, documents, and more.","Productivity","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f1ce2c7cf56f5e72f421dc_aigurlogo.png","Aigur Client","A open-source platform for creating and running Generative AI pipelines for text modification, image manipulation, and more.","Generative Art","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a21506d56afc96880effa4_default.png","Notion AI","Productivity and organization tool, now with AI prompting","Productivity","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71abea69814f752acb881_63af53a4100b8459995729c8_logo%2520black%2520full.png","NeutronField","Marketplace for AI text-to-image prompts","Inspiration","6","Prompt Guides"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f827f0470d8d7dcaf32aef_og-image-5.jpeg","Flowshot","A tool for google sheets automation.","Productivity","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f5efff7d46fe68a3446596_travelmoji-xyz-logo.png","Travelmoji","A travel planning tool.","Self-Improvement","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ac8febb2028c5fc2e7c_63b4859891cd4cfc690b83be_Screenshot%2520(117).png","Tweet Assist App","AI Tweet Assistant","Chat","6","Social Media"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63fe818d2c7a911122d2da60_typeface-opengraph-img.webp","Typeface","A tool to generate personalized content.","Marketing","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ab401718bef59d6dc6fd8a_thumbnail.png","Figstack","Help developers quickly understand, document, and optimize their code.","Generative Code","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ed50093e648683f0a45694_og.png","Inngest","A tool for personalized documentation and personalized code examples for scheduling serverless functions.","Productivity","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a215060df9a5499752a613_gift-genie-logo%403x.png","Gift Genie AI","Free Personalized Gift Ideas for Christmas, Birthdays, Holidays, etc","For Fun","6","Inspiration"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ae7be818f0bf7a2d87dd48_logo_no_text.webp","Brandfort.co","AI that automatically removes unwanted comments on social media","Social Media","6","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f9a84a4003e9266910ff36_poster.png","AI Bingo","A guessing game for artists.","For Fun","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ebff186d8e6e2173ac3265_the-gpt-who-lived.png","The GPT Who Lived","A tool is a cloud-based file storage and collaboration platform.","For Fun","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a7df5962ebc852f75fdb3a_meta.png","Ellie","Craft intelligent replies to emails","Copywriting","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dab0e9b8353a6018183990_1200x630wa.png","Dreamescape","AI-powered app for exploring and understanding dreams on iOS","For Fun","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f8aa5c46077a060a7582a1_landbot-logo.png","Landbot","A platform to automate customer service and support.","Chat","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63eca0551f7bad55291971c2_superchat-logo.png","SuperChat","A content creation tool to generate text optimized for SEO.","Copywriting","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ab834a3f53ca8dc303a_63ac868fd25b1c5edfd194aa_Screenshot%2520(89).png","Hidden Door","A social roleplaying platform that uses AI to generate unique stories","Gaming","6",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d812da7e1d43a70b03dd9c_og.png","Read Pilot","Generate Q&A cards from online articles","Research","5",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63fd39c38d3ad5b6eee153d0_og-home-96a15ba1d56b62e23a85a4579e5c8c661df3dfd2cd9ac03f7612ca58bd9bbabb.jpeg","Rotor Videos","A tool to create lyric videos.","Generative Video","5",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f827f22b70a30a08ac73c4_Social.png","EzMail.AI","A tool for email drafting.","Productivity","5",""
